Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A4D1T9	reviewed	PRS37_HUMAN	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	PRSS37 TRYX2	Homo sapiens (Human)	235
A4F4L0	reviewed	TYOBP_PANTR	TYRO protein tyrosine kinase-binding protein (DNAX-activation protein 12)	TYROBP DAP12	Pan troglodytes (Chimpanzee)	113
A4FUY1	reviewed	HECAM_BOVIN	Hepatic and glial cell adhesion molecule (glialCAM) (Hepatocyte cell adhesion molecule) (Protein hepaCAM)	HEPACAM	Bos taurus (Bovine)	418
A4IGL7	reviewed	PXDN_XENTR	Peroxidasin (EC 1.11.2.-) [Cleaved into: PXDN active fragment]	pxdn pxn	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1457
A4IGY6	reviewed	S39AE_XENTR	Metal cation symporter ZIP14 (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)	slc39a14	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	462
A4PBQ9	reviewed	VM3VA_CROAT	Zinc metalloproteinase-disintegrin-like VAP2A (EC 3.4.24.-) (Crotalus atrox metalloprotease) (CAMP) (Snake venom metalloproteinase) (SVMP) (Vascular apoptosis-inducing protein 2) (VAP2) (Vascular apoptosis-inducing protein 2A) (VAP2A)		Crotalus atrox (Western diamondback rattlesnake)	607
A4QPC6	reviewed	BT2A2_MOUSE	Butyrophilin subfamily 2 member A2	Btn2a2	Mus musculus (Mouse)	514
A4VBF0	reviewed	PA2H_VIPNI	Acidic phospholipase A2 inhibitor chain HPD-1I (svPLA2 homolog) (Heterodimeric neurotoxic phospholipases A2 acidic subunit)		Vipera nikolskii (Nikolsky's adder) (Vipera berus nikolskii)	138
A5A6I6	reviewed	TRFE_PANTR	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	TF	Pan troglodytes (Chimpanzee)	698
A5A6L1	reviewed	CCN1_PANTR	CCN family member 1 (Cellular communication network factor 1) (Cysteine-rich angiogenic inducer 61) (Protein CYR61)	CCN1 Cyr61	Pan troglodytes (Chimpanzee)	381
A5A6P2	reviewed	ASAH1_PANTR	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	ASAH1	Pan troglodytes (Chimpanzee)	395
A5A6P7	reviewed	GPC3_PANTR	Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit]	GPC3	Pan troglodytes (Chimpanzee)	580
A5D791	reviewed	E2AK3_BOVIN	Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Protein tyrosine kinase EIF2AK3) (EC 2.7.10.2)	EIF2AK3 PERK	Bos taurus (Bovine)	1115
A5D7L5	reviewed	S39AE_BOVIN	Metal cation symporter ZIP14 (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)	SLC39A14	Bos taurus (Bovine)	490
A5D8T8	reviewed	CL18A_HUMAN	C-type lectin domain family 18 member A (Mannose receptor-like protein 2)	CLEC18A MRLP2	Homo sapiens (Human)	446
A5HAK0	reviewed	RNSL3_DANRE	Ribonuclease-like 3 (RNase ZF-3) (RNase-like 3) (ZF-RNase-3) (EC 3.1.27.-) (Dr-RNase 1) [Cleaved into: N-terminal peptide; LF-ZF3]	rnasel3	Danio rerio (Zebrafish) (Brachydanio rerio)	149
A5JUY8	reviewed	PERL_BUBBU	Lactoperoxidase (LPO) (WBLP) (EC 1.11.1.7)	LPO	Bubalus bubalis (Domestic water buffalo)	712
A5JYX8	reviewed	NCLN_CAEEL	Nicalin (Inactive aminopeptidase nra-2) (Nicotinic receptor-associated protein 2)	nra-2 T05F1.1	Caenorhabditis elegans	563
A5LHG2	reviewed	ADM5_PIG	ADM5 [Cleaved into: Adrenomedullin-5 (AM5)]	ADM5	Sus scrofa (Pig)	108
A5PF10	reviewed	NEUR1_PIG	Sialidase-1 (EC 3.2.1.18) (Acetylneuraminyl hydrolase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1) (Neuraminidase-1)	NEU1	Sus scrofa (Pig)	416
A5PJN2	reviewed	ERO1A_BOVIN	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.3.2) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha)	ERO1A ERO1L	Bos taurus (Bovine)	468
A5PK46	reviewed	LIPR2_BOVIN	Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3)	PNLIPRP2	Bos taurus (Bovine)	469
A5PN28	reviewed	OTO1A_DANRE	Otolin-1-A (zOtolin1)	otol1a otol1 si:dkey-119f1.2	Danio rerio (Zebrafish) (Brachydanio rerio)	489
A5X5Y0	reviewed	5HT3E_HUMAN	5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E)	HTR3E	Homo sapiens (Human)	456
A5Z1X6	reviewed	ITB1_CAMBA	Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)	ITGB1	Camelus bactrianus (Bactrian camel)	798
A6BM72	reviewed	MEG11_HUMAN	Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11)	MEGF11 KIAA1781 UNQ1949/PRO4432	Homo sapiens (Human)	1044
A6BMK7	reviewed	NEUR1_BOVIN	Sialidase-1 (EC 3.2.1.18) (Acetylneuraminyl hydrolase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1) (Neuraminidase-1)	NEU1	Bos taurus (Bovine)	415
A6H6E2	reviewed	MMRN2_MOUSE	Multimerin-2	Mmrn2	Mus musculus (Mouse)	943
A6H730	reviewed	PPAP_BOVIN	Prostatic acid phosphatase (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Fluoride-resistant acid phosphatase) (FRAP) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase)	ACP3 ACPP	Bos taurus (Bovine)	387
A6H737	reviewed	LOXL2_BOVIN	Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2)	LOXL2	Bos taurus (Bovine)	774
A6JNN4	reviewed	ICAM5_RAT	Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin)	Icam5 Tlcn	Rattus norvegicus (Rat)	917
A6MEY4	reviewed	PA2B_BUNFA	Basic phospholipase A2 BFPA (svPLA2) (EC 3.1.1.4) (Antimicrobial phospholipase A2) (Phosphatidylcholine 2-acylhydrolase)		Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	145
A6ND01	reviewed	JUNO_HUMAN	Sperm-egg fusion protein Juno (Folate receptor 4) (Folate receptor delta) (FR-delta) (IZUMO1 receptor protein JUNO)	IZUMO1R FOLR4 JUNO	Homo sapiens (Human)	250
A6NFA1	reviewed	TIKI2_HUMAN	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)	TRABD2B HKAT TIKI2	Homo sapiens (Human)	517
A6NI73	reviewed	LIRA5_HUMAN	Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f)	LILRA5 ILT11 LILRB7 LIR9	Homo sapiens (Human)	299
A6NMZ7	reviewed	CO6A6_HUMAN	Collagen alpha-6(VI) chain	COL6A6	Homo sapiens (Human)	2263
A6P3B2	reviewed	FMRF_MUSDO	FMRFamide neuropeptides [Cleaved into: MudFMRFamide-2; MudFMRFamide-3; MudFMRFamide-4; MudFMRFamide-5; MudFMRFamide-6; MudFMRFamide-7; MudFMRFamide-8 (MudFMRFamide-10); MudFMRFamide-9 (MudFMRFamide-11) (MudFMRFamide-12) (MudFMRFamide-13); MudFMRFamide-14; MudFMRFamide-15; MudFMRFamide-17; MudFMRFamide-16; MudFMRFamide-18]	fmrf	Musca domestica (House fly)	388
A6PWV3	reviewed	IZUM3_MOUSE	Izumo sperm-egg fusion protein 3	Izumo3	Mus musculus (Mouse)	263
A6X935	reviewed	ITIH4_MOUSE	Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)	Itih4	Mus musculus (Mouse)	942
A6XMY0	reviewed	ARA1_HYAAR	Arasin 1 (Ara-1) (Proline-rich antimicrobial peptide) (PR-AMP) (Pro-rich AMP)		Hyas araneus (Atlantic lyre crab) (Great spider crab)	64
A6YFB5	reviewed	HTRA1_XENLA	Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (Serine protease 11)	htra1 htra prss11	Xenopus laevis (African clawed frog)	459
A7IZE9	reviewed	ALL21_BLOTA	Mite allergen Blo t 21 (Mite group 21 allergen Blo t 21) (allergen Blo t 21)		Blomia tropicalis (Mite)	129
A7LCJ3	reviewed	SN_PIG	Sialoadhesin (pSn) (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (p210)	SIGLEC1 SA SN	Sus scrofa (Pig)	1730
A7MBS7	reviewed	THS7A_DANRE	Thrombospondin type-1 domain-containing protein 7A	thsd7aa thsd7a si:dkey-12h3.1	Danio rerio (Zebrafish) (Brachydanio rerio)	1686
A7RDN6	reviewed	RNLS_MOUSE	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (mMAO-C)	Rnls	Mus musculus (Mouse)	342
A7TZE6	reviewed	SKIT1_MOUSE	Selection and upkeep of intraepithelial T-cells protein 1 (Skint-1) (Immunoglobulin-like and transmembrane domain-containing protein expressed in skin and thymus protein 1)	Skint1	Mus musculus (Mouse)	364
A7XY94	reviewed	NMDE2_XENLA	Glutamate receptor ionotropic, NMDA 2B (GluN2B) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B)	grin2b	Xenopus laevis (African clawed frog)	1448
A7YY44	reviewed	PAR1_BOVIN	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2R PAR1	Bos taurus (Bovine)	427
A8CG78	reviewed	PA2A2_DABSI	Acidic phospholipase A2 DsM-a2/DsM-a2' (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	138
A8CG82	reviewed	PA2B1_DABSI	Basic phospholipase A2 DsM-b1/DsM-b1' (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	138
A8CG86	reviewed	PA2A1_DABRR	Acidic phospholipase A2 Drk-a1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 Drk-a1') (Phospholipase A2-I)		Daboia russelii (Russel's viper) (Vipera russelii)	138
A8CL69	reviewed	PBAN_APIME	PBAN-type neuropeptides (Pheromone/pyrokinin biosynthesis-activating neuropeptide) [Cleaved into: TSQDITSGMWFGPRL-amide (Pyrokinin-1); QITQFTPRL-amide (Pyrokinin-2); IYLPLFASRL-amide; VPWTPSPRL-amide]	PBAN	Apis mellifera (Honeybee)	195
A8E0Y8	reviewed	IGSF2_MOUSE	Immunoglobulin superfamily member 2 (IgSF2) (Glu-Trp-Ile EWI motif-containing protein 101) (EWI-101) (CD antigen CD101)	Cd101 Igsf2	Mus musculus (Mouse)	1033
A8E2V8	reviewed	PA2A_TRIGS	Acidic phospholipase A2 Tgc-E6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus gracilis (Kikuchi habu)	139
A8JUP7	reviewed	HAYAN_DROME	Serine protease Hayan (EC 3.4.21.-)	Hayan CG6361	Drosophila melanogaster (Fruit fly)	637
A8JUV4	reviewed	VTUL_DROME	Vitelline membrane-like protein	Vml CRM-80 CG34333	Drosophila melanogaster (Fruit fly)	578
A8K2U0	reviewed	A2ML1_HUMAN	Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9)	A2ML1 CPAMD9	Homo sapiens (Human)	1454
A8K4G0	reviewed	CLM7_HUMAN	CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b)	CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029	Homo sapiens (Human)	201
A8K7I4	reviewed	CLCA1_HUMAN	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)	CLCA1 CACC1	Homo sapiens (Human)	914
A8MPY1	reviewed	GBRR3_HUMAN	Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABAAR subunit rho-3) (GABA(C) receptor)	GABRR3	Homo sapiens (Human)	467
A8MVW5	reviewed	HECA2_HUMAN	HEPACAM family member 2 (Mitotic kinetics regulator)	HEPACAM2 MIKI UNQ305/PRO346	Homo sapiens (Human)	462
A8QL52	reviewed	OXLA_BUNFA	L-amino-acid oxidase (Bf-LAAO) (LAO) (EC 1.4.3.2)		Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	517
A8QL56	reviewed	VSP1_OPHHA	Alpha- and beta-fibrinogenase OhS1 (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Ophiophagus hannah (King cobra) (Naja hannah)	260
A8T644	reviewed	PCSK9_PANTR	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Pan troglodytes (Chimpanzee)	692
A8T650	reviewed	PCSK9_GORGO	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Gorilla gorilla gorilla (Western lowland gorilla)	690
A8T655	reviewed	PCSK9_PANPA	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Pan paniscus (Pygmy chimpanzee) (Bonobo)	692
A8T658	reviewed	PCSK9_PONPY	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Pongo pygmaeus (Bornean orangutan)	690
A8T662	reviewed	PCSK9_MACNE	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Macaca nemestrina (Pig-tailed macaque)	692
A8T666	reviewed	PCSK9_MACMU	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Macaca mulatta (Rhesus macaque)	692
A8T672	reviewed	PCSK9_COLGU	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Colobus guereza (Mantled guereza) (Eastern black-and-white colobus monkey)	692
A8T677	reviewed	PCSK9_PLEMO	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Plecturocebus moloch (Dusky titi monkey) (Callicebus moloch)	684
A8T682	reviewed	PCSK9_SAGLB	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Saguinus labiatus (Red-chested mustached tamarin)	686
A8T688	reviewed	PCSK9_CALJA	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	690
A8T695	reviewed	PCSK9_SAIBB	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	691
A8T6A1	reviewed	PCSK9_ATEGE	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Ateles geoffroyi (Black-handed spider monkey) (Geoffroy's spider monkey)	690
A8T6A6	reviewed	PCSK9_LAGLA	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9	Lagothrix lagotricha (Brown woolly monkey) (Humboldt's woolly monkey)	690
A8TX70	reviewed	CO6A5_HUMAN	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	Homo sapiens (Human)	2615
A8WGB1	reviewed	CCBE1_DANRE	Collagen and calcium-binding EGF domain-containing protein 1 (Full of fluid protein)	ccbe1 fof	Danio rerio (Zebrafish) (Brachydanio rerio)	401
A8YPR6	reviewed	SVMI_ECHOC	Snake venom metalloprotease inhibitor 02D01 (02E11) (10F07) (Svmpi-Eoc7) [Cleaved into: Tripeptide pEKW 1; Tripeptide pEKW 2; Tripeptide pEKW 3; Tripeptide pEKW 4; Tripeptide pEKW 5; Tripeptide pEKW 6; Tripeptide pEKW 7; Tripeptide pEKW 8; Tripeptide pEKW 9; Tripeptide pEKW 10; Tripeptide pEKW 11; Poly-His-poly-Gly peptide 4 (pHpG-4); Poly-His-poly-Gly peptide 3 (pHpG-3); Poly-His-poly-Gly peptide 2 (pHpG-2); Poly-His-poly-Gly peptide 1 (pHpG-1); C-type natriuretic peptide (CNP)]		Echis ocellatus (Ocellated saw-scaled viper)	308
A8YPR9	reviewed	SVMI1_CERCE	Snake venom metalloprotease inhibitor 02A10 (01F09) [Cleaved into: Tripeptide pEKW 1; Tripeptide pEKW 2; Tripeptide pEKW 3; Tripeptide pEKW 4; Tripeptide pEKW 5; Tripeptide pEKW 6; Tripeptide pEKW 7; Tripeptide pEKW 8; Tripeptide pEKW 9; Tripeptide pEKW 10; Tripeptide pEKW 11; Tripeptide pEKW 12; Tripeptide pEKW 13; Tripeptide pEKW 14; Tripeptide pEKW 15; Tripeptide pEKW 16; Tripeptide pEKW 17; C-type natriuretic peptide (CNP)]	Svmpi-Cce12	Cerastes cerastes (Horned desert viper)	302
B0BLW3	reviewed	LGR4_XENTR	Leucine-rich repeat-containing G protein-coupled receptor 4	lgr4	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	955
B0BND0	reviewed	ENPP6_RAT	Glycerophosphocholine cholinephosphodiesterase ENPP6 (GPC-Cpde) (EC 3.1.4.-) (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6) (E-NPP 6) (NPP-6)	Enpp6	Rattus norvegicus (Rat)	440
B0BNK7	reviewed	LRFN3_RAT	Leucine-rich repeat and fibronectin type-III domain-containing protein 3 (Synaptic adhesion-like molecule 4)	Lrfn3 Salm4	Rattus norvegicus (Rat)	626
B0F2B4	reviewed	NLGN4_MOUSE	Neuroligin 4-like (Neuroligin-4) (NL-4)	Nlgn4l Nl4* Nlgn4 Nlgn4x	Mus musculus (Mouse)	945
B0FYY4	reviewed	ITB1_SHEEP	Integrin beta-1 (Fibronectin receptor subunit beta) (Integrin subunit beta-1) (VLA-4 subunit beta) (CD antigen CD29)	ITGB1	Ovis aries (Sheep)	798
B0JYH6	reviewed	NEC1B_DANRE	Nectin 1b	nectin1b	Danio rerio (Zebrafish) (Brachydanio rerio)	541
B0KW95	reviewed	CADH2_CALJA	Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)	CDH2	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	906
B0S5G3	reviewed	CSTN2_DANRE	Calsyntenin-2	clstn2a clstn2	Danio rerio (Zebrafish) (Brachydanio rerio)	937
B0S5N4	reviewed	PLXA3_DANRE	Plexin A3	plxna3 si:dkey-7i23.3	Danio rerio (Zebrafish) (Brachydanio rerio)	1892
B0V2N1	reviewed	PTPRS_MOUSE	Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (PTPNU-3) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)	Ptprs	Mus musculus (Mouse)	1907
B1AS29	reviewed	GRIK3_MOUSE	Glutamate receptor ionotropic, kainate 3 (GluK3) (Glutamate receptor 7) (GluR-7) (GluR7)	Grik3 Glur7	Mus musculus (Mouse)	919
B1ATG9	reviewed	TIKI2_MOUSE	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein) (TRAB domain-containing protein 2B)	Trabd2b Gm12824 Hkat Tiki2	Mus musculus (Mouse)	517
B1AUH1	reviewed	PTPRU_MOUSE	Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Ftp-1) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase-lamda) (PTP-lambda) (PTPlambda) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi)	Ptpru Pcp2 Ptpf	Mus musculus (Mouse)	1446
B1AXV0	reviewed	FRS1L_MOUSE	DOMON domain-containing protein FRRS1L (Ferric-chelate reductase 1-like protein)	Frrs1l	Mus musculus (Mouse)	293
B1H134	reviewed	FLRT3_XENTR	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3)	flrt3	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	648
B1H234	reviewed	FLRT3_RAT	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3)	Flrt3	Rattus norvegicus (Rat)	649
B1NWR6	reviewed	NA228_NEMVE	N.vectensis toxin 1 3 (Nv1) (Delta-edwarditoxin-Nvc1c) (Delta-EWTX-Nvc1c) (Delta-edwarditoxin-Nvc1d) (Delta-EWTX-Nvc1d) (Neurotoxin Nv1-116.28.1) (Neurotoxin Nv1-13) (Neurotoxin Nv1-15) (Neurotoxin Nv1-17) (Neurotoxin Nv1-18) (Neurotoxin Nv1-19) (Neurotoxin Nv1-2) (Neurotoxin Nv1-4) (Neurotoxin Nv1-5) (Neurotoxin Nv1-8)	v1g113139	Nematostella vectensis (Starlet sea anemone)	85
B1NWS4	reviewed	NA225_NEMVE	N.vectensis toxin 1 1 (Nv1) (Delta-edwarditoxin-Nvc1b) (Delta-EWTX-Nvc1b) (Neurotoxin Nv1-10) (Neurotoxin Nv1-116.25.1) (Neurotoxin Nv3-2)	v1g113108	Nematostella vectensis (Starlet sea anemone)	85
B1P1D9	reviewed	JZ11F_CHIGU	Kappa-theraphotoxin-Cg1a 6 (Kappa-TRTX-Cg1a) (Jingzhaotoxin-11.6) (JZTX-11.6) (Jingzhaotoxin-XI.6) (JZTX-XI.6) (Peptide F4-13.64)		Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	86
B1P1E0	reviewed	JZ11C_CHIGU	Kappa-theraphotoxin-Cg1a 3 (Kappa-TRTX-Cg1a) (Jingzhaotoxin-11.3) (JZTX-11.3) (Jingzhaotoxin-XI.3) (JZTX-XI.3) (Peptide F4-13.64)		Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	86
B1P1E1	reviewed	JZ11B_CHIGU	Kappa-theraphotoxin-Cg1a 2 (Kappa-TRTX-Cg1a) (Jingzhaotoxin-11.2) (JZTX-11.2) (Jingzhaotoxin-XI.2) (JZTX-XI.2) (Peptide F4-13.64)		Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	86
B1P1E2	reviewed	JZ11D_CHIGU	Kappa-theraphotoxin-Cg1a 4 (Kappa-TRTX-Cg1a) (Jingzhaotoxin-11.4) (JZTX-11.4) (Jingzhaotoxin-XI.4) (JZTX-XI.4) (Peptide F4-13.64)		Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	86
B1P1E3	reviewed	JZ11E_CHIGU	Kappa-theraphotoxin-Cg1a 5 (Kappa-TRTX-Cg1a) (Jingzhaotoxin-11.5) (JZTX-11.5) (Jingzhaotoxin-XI.5) (JZTX-XI.5) (Peptide F4-13.64)		Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	86
B1P1F5	reviewed	JZT32_CHIGU	U18-theraphotoxin-Cg1a (U18-TRTX-Cg1a) (Jingzhaotoxin-32) (JZTX-32) (Jingzhaotoxin-9) (JzTx-9) (Jingzhaotoxin-IX) (JzTx-IX) (Peptide F6-16.24)		Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)	86
B1Q236	reviewed	SYG1_CAEEL	Synaptogenesis protein syg-1 (Synaptogenesis abnormal protein 1)	syg-1 K02E10.8	Caenorhabditis elegans	730
B1Q257	reviewed	GCY10_CAEEL	Receptor-type guanylate cyclase gcy-10 (EC 4.6.1.2) (Odorant response abnormal protein 1)	odr-1 gcy-10 R01E6.1	Caenorhabditis elegans	1067
B2G331	reviewed	VKT2B_RADCR	TauPI-stichotoxin-Hcr2b (TauPI-SHTX-Hcr2b) (Analgesic polypeptide HC1) (APHC1)		Radianthus crispa (Leathery sea anemone) (Heteractis crispa)	78
B2GM84	reviewed	ALL21_DERFA	Mite allergen Der f 21.0101 (Allergen Der f 21) (Mite group 21 allergen Der f 21) (allergen Der f 21.0101)		Dermatophagoides farinae (American house dust mite)	136
B2GUT4	reviewed	WNT11_XENTR	Protein Wnt-11 (Protein Wnt-11-related)	wnt11 wnt11r	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	352
B2GV87	reviewed	PTPRE_RAT	Receptor-type tyrosine-protein phosphatase epsilon (Protein-tyrosine phosphatase epsilon) (R-PTP-epsilon) (EC 3.1.3.48)	Ptpre Ptpe	Rattus norvegicus (Rat)	699
B2KI42	reviewed	CADH2_RHIFE	Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)	CDH2	Rhinolophus ferrumequinum (Greater horseshoe bat)	906
B2KPN7	reviewed	COMA_CONMR	Conomarphin-Mr3 (Conomarphin) (Marmophine) (Mr-1)		Conus marmoreus (Marble cone)	71
B2LT61	reviewed	TLR2_BISBI	Toll-like receptor 2 (CD antigen CD282)	TLR2	Bison bison (American bison) (Bos bison)	784
B2LT62	reviewed	TLR2_CAPIB	Toll-like receptor 2 (CD antigen CD282)	TLR2	Capra ibex (Ibex)	784
B2LT64	reviewed	TLR2_GIRCA	Toll-like receptor 2 (CD antigen CD282)	TLR2	Giraffa camelopardalis (Giraffe)	784
B2LT65	reviewed	TLR2_SHEEP	Toll-like receptor 2 (CD antigen CD282)	TLR2	Ovis aries (Sheep)	784
