Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A5E4M3Q4	reviewed	SYD9_CAEEL	Zinc finger protein syd-9 (Synapse defective protein 9)	syd-9 tag-239 ztf-10 ZK867.1	Caenorhabditis elegans	554
A0A5F8MPU3	reviewed	CTSRT_MOUSE	Cation channel sperm-associated targeting subunit tau (CatSper-tau) (C2 calcium-dependent domain-containing 6)	Catspert Als2cr11 C2cd6	Mus musculus (Mouse)	2282
A0A5K7RLP0	reviewed	MEIOS_MOUSE	Meiosis initiator protein	Meiosin Bhmg1	Mus musculus (Mouse)	589
A0A5S9MMK5	reviewed	FPEB1_CAEEL	FLYWCH-type zinc finger-containing protein peb-1 (Pharyngeal enhancer binding protein peb-1)	peb-1 T14F9.4	Caenorhabditis elegans	443
A0A6I8PUB9	reviewed	GPR4_XENTR	G protein-coupled receptor 4 (XtGPR4)	gpr4	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	353
A0A6J2ATK2	reviewed	AMPQ_ACIJB	Aminopeptidase Q (EC 3.4.11.-) (Laeverin) (Tabulin) (Transmembrane Aminopeptidase Q)	LVRN TAQPEP	Acinonyx jubatus (Cheetah)	992
A0A6N3IN21	reviewed	SDSL_RAT	Serine dehydratase-like (Glutamate racemase) (EC 5.1.1.3) (L-serine deaminase) (EC 4.3.1.17) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19)	Sdsl Sdhl Stdhgr	Rattus norvegicus (Rat)	329
A0A6P3HVI0	reviewed	SL9B2_BISBB	Sodium/hydrogen exchanger 9B2 (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Sodium/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2)	SLC9B2 NHA2 NHEDC2	Bison bison bison (North American plains bison)	535
A0A6P7EFR0	reviewed	VDAC1_SHEEP	Non-selective voltage-gated ion channel VDAC1 (Outer mitochondrial membrane protein porin 1) (Voltage-dependent anion-selective channel protein 1) (VDAC-1)	VDAC1	Ovis aries (Sheep)	283
A0A7E6FSU6	reviewed	OXDD_OCTVU	D-aspartate oxidase (DASOX) (DASPO) (DDO) (EC 1.4.3.1)	DDO LOC115226122	Octopus vulgaris (Common octopus)	336
A0A7N9VSG0	reviewed	AFG2B_MOUSE	ATPase family gene 2 protein homolog B (EC 3.6.4.10) (AFG2 AAA ATPase homolog B) (Ribosome biogenesis protein SPATA5L1) (Spermatogenesis-associated protein 5-like protein 1)	Afg2b Spata5l1	Mus musculus (Mouse)	747
A0A8C0N8E3	reviewed	VIME_CANLF	Vimentin	VIM	Canis lupus familiaris (Dog) (Canis familiaris)	466
A0A8C0NGY6	reviewed	YAP1_CANLF	Transcriptional coactivator YAP1 (Yes-associated protein 1)	YAP1	Canis lupus familiaris (Dog) (Canis familiaris)	506
A0A8C0TYJ0	reviewed	DLG1_CANLF	Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97)	DLG1	Canis lupus familiaris (Dog) (Canis familiaris)	927
A0A8C2LVE3	reviewed	HS2ST_CRIGR	Heparan sulfate 2-O-sulfotransferase 1 (EC 2.8.2.-) (2-O-sulfotransferase) (2-OST) (2OST) (HS 2-O-sulfotransferase) (Heparan sulfate 2-sulfotransferase)	HS2ST1 LOC100760748	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	356
A0A8I3NFE2	reviewed	SHIP2_CANLF	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	INPPL1 SHIP2	Canis lupus familiaris (Dog) (Canis familiaris)	1264
A0A8I3NQW8	reviewed	ASTER_CANLF	PAT complex subunit Asterix (Protein WDR83OS homolog)	WDR83OS	Canis lupus familiaris (Dog) (Canis familiaris)	106
A0A8I3PDQ1	reviewed	CASL_CANLF	Enhancer of filamentation 1 (CRK-associated substrate-related protein) (CAS-L) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (p105)	NEDD9 CASL	Canis lupus familiaris (Dog) (Canis familiaris)	834
A0A8I3PI99	reviewed	TMCO1_CANLF	Calcium load-activated calcium channel (CLAC channel) (GEL complex subunit TMCO1) (Transmembrane and coiled-coil domain-containing protein 1)	TMCO1	Canis lupus familiaris (Dog) (Canis familiaris)	188
A0A8I3PJ84	reviewed	K1C18_CANLF	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	KRT18	Canis lupus familiaris (Dog) (Canis familiaris)	431
A0A8I3PQN6	reviewed	WWTR1_CANLF	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	WWTR1 TAZ	Canis lupus familiaris (Dog) (Canis familiaris)	400
A0A8I3QA39	reviewed	AMOL2_CANLF	Angiomotin-like protein 2	AMOTL2	Canis lupus familiaris (Dog) (Canis familiaris)	776
A0A8I3S724	reviewed	AURKA_CANLF	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Canis lupus familiaris (Dog) (Canis familiaris)	405
A0A8I3S9V6	reviewed	RCAF1_CANLF	GEL complex subunit OPTI (Obligate partner of TMCO1 insertase) (Rab5-interacting protein) (RIP5) (Respirasome Complex Assembly Factor 1) (RCAF1)	RAB5IF OPTI	Canis lupus familiaris (Dog) (Canis familiaris)	129
A0A8I5KQE6	reviewed	RPSA2_HUMAN	Small ribosomal subunit protein uS2B (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (40S ribosomal protein SA2) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	RPSA2 RPSA RPSAP58	Homo sapiens (Human)	295
A0A8I5ZN27	reviewed	CNGB1_RAT	Cyclic nucleotide-gated channel beta-1 (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4)	Cngb1 CNCG2 CNCG3L CNCG4 RCNC2	Rattus norvegicus (Rat)	1307
A0A8I5ZNK2	reviewed	OXSR1_RAT	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	Oxsr1 Osr1	Rattus norvegicus (Rat)	528
A0A8I6G2K8	reviewed	KDM1A_RAT	Lysine-specific histone demethylase 1A (EC 1.14.11.-) (EC 1.14.11.65) (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)	Kdm1a Aof2 Kiaa0601 Lsd1	Rattus norvegicus (Rat)	852
A0A8I6G705	reviewed	RBPMS_RAT	RNA-binding protein with multiple splicing (RBP-MS) (RBPMS)	Rbpms	Rattus norvegicus (Rat)	197
A0A8I6GM68	reviewed	HDAC6_RAT	Protein deacetylase HDAC6 (EC 3.5.1.-) (E3 ubiquitin-protein ligase HDAC6) (EC 2.3.2.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	Hdac6	Rattus norvegicus (Rat)	1183
A0A8J1LVR3	reviewed	GLI2S_XENLA	Transcription activator GLI2.S (GLI-2.S) [Cleaved into: Transcription repressor GLI2R.S]	gli2.S	Xenopus laevis (African clawed frog)	1469
A0A8M1NHK4	reviewed	RBM47_DANRE	RNA-binding protein 47 (RNA-binding motif protein 47)	rbm47 si:ch211-241e15.2	Danio rerio (Zebrafish) (Brachydanio rerio)	600
A0A8M1PLI9	reviewed	AL7A1_DANRE	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8)	aldh7a1	Danio rerio (Zebrafish) (Brachydanio rerio)	540
A0A8M2	reviewed	L14AA_XENLA	Protein LSM14 homolog A-A (RNA-associated protein 55A-A) (RAP55A-A) (xRAP55) (xRAP55A)	lsm14a-a lsm14a rap55a-a	Xenopus laevis (African clawed frog)	471
A0A8M2BID5	reviewed	DESPA_DANRE	Desmoplakin-A (Desmoplakin isoform X2)	dspa	Danio rerio (Zebrafish) (Brachydanio rerio)	2059
A0A8M3B525	reviewed	BRCC3_DANRE	Lys-63-specific deubiquitinase (EC 3.4.19.-)	brcc3	Danio rerio (Zebrafish) (Brachydanio rerio)	287
A0A8M9PQ61	reviewed	DESPB_DANRE	Desmoplakin-B (Desmoplakin isoform X1)	dspb	Danio rerio (Zebrafish) (Brachydanio rerio)	2207
A0A8P0N4K0	reviewed	SCRIB_CANLF	Protein scribble homolog (Scribble)	SCRIB	Canis lupus familiaris (Dog) (Canis familiaris)	1614
A0A8V0ZB02	reviewed	TM63B_CHICK	Mechanosensitive cation channel TMEM63B (Transmembrane protein 63B)	TMEM63B	Gallus gallus (Chicken)	816
A0A8V1ABE9	reviewed	DSD1_CHICK	D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase)	DSD	Gallus gallus (Chicken)	376
A0A974H8H3	reviewed	DICRL_XENLA	Endoribonuclease Dicer-L (EC 3.1.26.3)	dicer1.L dicer1	Xenopus laevis (African clawed frog)	1891
A0AAA9S7E1	reviewed	PTC1_BOVIN	Protein patched homolog 1 (PTC) (PTC1)	PTCH1	Bos taurus (Bovine)	1453
A0AAA9T569	reviewed	MRP4_BOVIN	ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 4)	ABCC4 MOATB MRP4	Bos taurus (Bovine)	1315
A0AAS4	reviewed	SMS1_PIG	Phosphatidylcholine:ceramide cholinephosphotransferase 1 (EC 2.7.8.27) (Sphingomyelin synthase 1)	SGMS1 SMS1	Sus scrofa (Pig)	418
A0AV02	reviewed	S12A8_HUMAN	Solute carrier family 12 member 8 (Cation-chloride cotransporter 9)	SLC12A8 CCC9	Homo sapiens (Human)	714
A0AV96	reviewed	RBM47_HUMAN	RNA-binding protein 47 (RNA-binding motif protein 47)	RBM47	Homo sapiens (Human)	593
A0AVF1	reviewed	IFT56_HUMAN	Intraflagellar transport protein 56 (Tetratricopeptide repeat protein 26) (TPR repeat protein 26)	IFT56 TTC26	Homo sapiens (Human)	554
A0AVI4	reviewed	TM129_HUMAN	E3 ubiquitin-protein ligase TM129 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TM129)	TMEM129	Homo sapiens (Human)	362
A0AVK6	reviewed	E2F8_HUMAN	Transcription factor E2F8 (E2F-8)	E2F8	Homo sapiens (Human)	867
A0AVT1	reviewed	UBA6_HUMAN	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	UBA6 MOP4 UBE1L2	Homo sapiens (Human)	1052
A0AVX7	reviewed	CHP3_CHICK	Calcineurin B homologous protein 3 (Tescalcin) (TSC)	TESC CHP3	Gallus gallus (Chicken)	214
A0FGR8	reviewed	ESYT2_HUMAN	Extended synaptotagmin-2 (E-Syt2) (Chr2Syt)	ESYT2 FAM62B KIAA1228	Homo sapiens (Human)	921
A0FGR9	reviewed	ESYT3_HUMAN	Extended synaptotagmin-3 (E-Syt3) (Chr3Syt)	ESYT3 FAM62C	Homo sapiens (Human)	886
A0FI79	reviewed	INP5E_PANTR	Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)	INPP5E	Pan troglodytes (Chimpanzee)	644
A0FIN4	reviewed	IRF1_PIG	Interferon regulatory factor 1 (IRF-1)	IRF1	Sus scrofa (Pig)	322
A0FKN5	reviewed	S26A5_CHICK	Prestin (Solute carrier family 26 member 5)	SLC26A5	Gallus gallus (Chicken)	742
A0JLT2	reviewed	MED19_HUMAN	Mediator of RNA polymerase II transcription subunit 19 (Lung cancer metastasis-related protein 1) (Mediator complex subunit 19)	MED19 LCMR1	Homo sapiens (Human)	244
A0JMD4	reviewed	TPC2_DANRE	Two pore channel protein 2 (Two pore calcium channel protein 2) (Voltage-dependent calcium channel protein TPC2)	tpcn2 tpc2 zgc:152898	Danio rerio (Zebrafish) (Brachydanio rerio)	774
A0JMQ9	reviewed	ZRN1B_DANRE	Ubiquitin thioesterase zranb1-B (EC 3.4.19.12) (Zinc finger Ran-binding domain-containing protein 1-B)	zranb1b zranb1 zgc:154177	Danio rerio (Zebrafish) (Brachydanio rerio)	716
A0JMZ4	reviewed	KMT5C_XENLA	Histone-lysine N-methyltransferase KMT5C (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	kmt5c suv420h2	Xenopus laevis (African clawed frog)	761
A0JN54	reviewed	DGKA_BOVIN	Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (EC 2.7.1.93) (Diglyceride kinase alpha) (DGK-alpha)	DGKA	Bos taurus (Bovine)	734
A0JN74	reviewed	TRI11_BOVIN	E3 ubiquitin-protein ligase TRIM11 (EC 2.3.2.27) (Tripartite motif-containing protein 11)	TRIM11	Bos taurus (Bovine)	468
A0JNB0	reviewed	FYN_BOVIN	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene c-Fyn) (p59-Fyn)	FYN	Bos taurus (Bovine)	537
A0JNC1	reviewed	CDS2_BOVIN	Phosphatidate cytidylyltransferase 2 (EC 2.7.7.41) (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2)	CDS2	Bos taurus (Bovine)	445
A0JNC4	reviewed	ELOV7_BOVIN	Very long chain fatty acid elongase 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Elongation of very long chain fatty acids protein 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7)	ELOVL7	Bos taurus (Bovine)	281
A0JND9	reviewed	ENTP8_BOVIN	Ectonucleoside triphosphate diphosphohydrolase 8 (E-NTPDase 8) (NTPDase 8) (NTPDase8) (EC 3.6.1.5)	ENTPD8	Bos taurus (Bovine)	495
A0JNH9	reviewed	APLF_BOVIN	Aprataxin and PNK-like factor (EC 3.1.1.-) (Apurinic-apyrimidinic endonuclease APLF)	APLF	Bos taurus (Bovine)	485
A0JNI4	reviewed	SRR_BOVIN	Serine racemase (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (EC 4.3.1.18) (L-serine ammonia-lyase) (L-serine dehydratase) (EC 4.3.1.17)	SRR	Bos taurus (Bovine)	334
A0JNK3	reviewed	HTRA2_BOVIN	Serine protease HTRA2, mitochondrial (EC 3.4.21.108)	HTRA2	Bos taurus (Bovine)	458
A0JNM1	reviewed	OSTB_BOVIN	Organic solute transporter subunit beta (OST-beta) (Solute carrier family 51 subunit beta)	SLC51B OSTB	Bos taurus (Bovine)	130
A0JNT9	reviewed	BICL1_MOUSE	BICD family-like cargo adapter 1 (Bicaudal D-related protein 1) (BICD-related protein 1) (BICDR-1) (Coiled-coil domain-containing protein 64A)	Bicdl1 Bicdr1 Ccdc64	Mus musculus (Mouse)	577
A0JNU3	reviewed	LPP60_MOUSE	60 kDa lysophospholipase (EC 3.1.1.5) (Lysophospholipase-transacylase) [Includes: L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase); 1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)]	Aspg	Mus musculus (Mouse)	564
A0JNW5	reviewed	BLT3B_HUMAN	Bridge-like lipid transfer protein family member 3B (Syntaxin-6 Habc-interacting protein of 164 kDa) (UHRF1-binding protein 1-like)	BLTP3B KIAA0701 SHIP164 UHRF1BP1L	Homo sapiens (Human)	1464
A0JP26	reviewed	POTB3_HUMAN	POTE ankyrin domain family member B3	POTEB3	Homo sapiens (Human)	581
A0JP82	reviewed	TET3_XENTR	Methylcytosine dioxygenase tet3 (EC 1.14.11.80)	tet3	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1901
A0JPF9	reviewed	ISPD_DANRE	D-ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein) (Isoprenoid synthase domain-containing protein)	crppa ispd zgc:154151	Danio rerio (Zebrafish) (Brachydanio rerio)	462
A0JPL0	reviewed	ZN382_RAT	Zinc finger protein 382 (KRAB/zinc finger suppressor protein 1) (KS1) (Multiple zinc finger and krueppel-associated box protein KS1)	Znf382 Zfp382	Rattus norvegicus (Rat)	549
A0JPN4	reviewed	ZC12A_RAT	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	Zc3h12a	Rattus norvegicus (Rat)	596
A0JPQ4	reviewed	TRI72_RAT	Tripartite motif-containing protein 72 (EC 2.3.2.27) (Mitsugumin-53) (Mg53)	Trim72 Mg53	Rattus norvegicus (Rat)	477
A0M8R5	reviewed	CAV2_PAPAN	Caveolin-2	CAV2	Papio anubis (Olive baboon)	162
A0M8R6	reviewed	CAV1_PAPAN	Caveolin-1	CAV1	Papio anubis (Olive baboon)	178
A0M8S6	reviewed	CAV2_FELCA	Caveolin-2	CAV2	Felis catus (Cat) (Felis silvestris catus)	162
A0M8S7	reviewed	CAV1_FELCA	Caveolin-1	CAV1	Felis catus (Cat) (Felis silvestris catus)	178
A0MGZ7	reviewed	H6S3B_DANRE	Heparan-sulfate 6-O-sulfotransferase 3-B (HS 6-OST-3-B) (EC 2.8.2.-)	hs6st3b	Danio rerio (Zebrafish) (Brachydanio rerio)	419
A0MLS5	reviewed	BMAL1_HORSE	Basic helix-loop-helix ARNT-like protein 1 (Aryl hydrocarbon receptor nuclear translocator-like protein 1) (Brain and muscle ARNT-like 1)	BMAL1 ARNTL	Equus caballus (Horse)	626
A0MQH0	reviewed	DICER_CRIGR	Endoribonuclease Dicer (EC 3.1.26.3)	DICER1 DICER	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	1917
A0MTA1	reviewed	APEX1_DANRE	DNA repair nuclease APEX1 (EC 3.1.11.2) (EC 3.1.21.-) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (zAP1)	apex1 apex1a apex1b si:ch211-214j24.12 zgc:66204	Danio rerio (Zebrafish) (Brachydanio rerio)	310
A0MZ66	reviewed	SHOT1_HUMAN	Shootin-1 (Shootin1)	SHTN1 KIAA1598	Homo sapiens (Human)	631
A0MZ67	reviewed	SHOT1_RAT	Shootin-1 (Shootin1)	Shtn1	Rattus norvegicus (Rat)	633
A0P8Z5	reviewed	UIMC1_PIG	BRCA1-A complex subunit RAP80 (Receptor-associated protein 80) (Ubiquitin interaction motif-containing protein 1)	UIMC1 RAP80	Sus scrofa (Pig)	721
A0PJK1	reviewed	SC5AA_HUMAN	Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)	SLC5A10 SGLT5	Homo sapiens (Human)	596
A0PJY2	reviewed	FEZF1_HUMAN	Fez family zinc finger protein 1 (Zinc finger protein 312B)	FEZF1 FEZ ZNF312B	Homo sapiens (Human)	475
A0PK00	reviewed	T120B_HUMAN	Transmembrane protein 120B	TMEM120B	Homo sapiens (Human)	339
A0PK05	reviewed	TMM72_HUMAN	Transmembrane protein 72 (Kidney-specific secretory protein of 37 kDa)	TMEM72 C10orf127 KSP37	Homo sapiens (Human)	275
A0PK11	reviewed	CLRN2_HUMAN	Clarin-2	CLRN2	Homo sapiens (Human)	232
A0SYQ0	reviewed	PTGES_CANLF	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal prostaglandin E synthase 1) (MPGES-1)	PTGES PGES	Canis lupus familiaris (Dog) (Canis familiaris)	153
A0T2N3	reviewed	APJB_DANRE	Apelin receptor B (Angiotensin II receptor-like 1b) (Angiotensin receptor-like 1b) (G protein-coupled receptor APJ B) (Protein grinch)	aplnrb agtrl1b grn zgc:114063	Danio rerio (Zebrafish) (Brachydanio rerio)	359
A1A4I4	reviewed	PKN1_BOVIN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	PKN1 PKN PRK1 PRKCL1	Bos taurus (Bovine)	944
A1A4I9	reviewed	UFL1_BOVIN	E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1)	UFL1	Bos taurus (Bovine)	792
A1A4J1	reviewed	PFKAL_BOVIN	ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)	PFKL	Bos taurus (Bovine)	780
A1A4K3	reviewed	DDB1_BOVIN	DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)	DDB1	Bos taurus (Bovine)	1140
A1A4L1	reviewed	THEM4_BOVIN	Acyl-coenzyme A thioesterase THEM4 (Acyl-CoA thioesterase THEM4) (EC 3.1.2.2) (Thioesterase superfamily member 4)	THEM4	Bos taurus (Bovine)	237
A1A4L8	reviewed	MOCS3_BOVIN	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)]	MOCS3 UBA4	Bos taurus (Bovine)	455
A1A4N1	reviewed	S29A3_BOVIN	Equilibrative nucleoside transporter 3 (Solute carrier family 29 member 3)	SLC29A3 ENT3	Bos taurus (Bovine)	474
A1A4Q9	reviewed	NUD16_BOVIN	U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (m7GpppN-mRNA hydrolase)	NUDT16	Bos taurus (Bovine)	195
A1A4R1	reviewed	H2A2C_BOVIN	Histone H2A type 2-C (H2A-clustered histone 20)	H2AC20	Bos taurus (Bovine)	129
A1A4R9	reviewed	AP2A_BOVIN	Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)	TFAP2A	Bos taurus (Bovine)	437
A1A4S6	reviewed	RHG10_HUMAN	Rho GTPase-activating protein 10 (GTPase regulator associated with focal adhesion kinase 2) (GRAF2) (Graf-related protein 2) (Rho-type GTPase-activating protein 10)	ARHGAP10 GRAF2	Homo sapiens (Human)	786
A1A4Y4	reviewed	IRGM_HUMAN	Immunity-related GTPase family M protein (EC 3.6.5.-) (Immunity-related GTPase family M protein 1) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47 homolog) (LRG-47)	IRGM IFI1 IRGM1 LRG47	Homo sapiens (Human)	181
A1A519	reviewed	F170A_HUMAN	Protein FAM170A (Zinc finger domain-containing protein) (Zinc finger protein ZNFD)	FAM170A ZNFD	Homo sapiens (Human)	330
A1A546	reviewed	ISX_MOUSE	Intestine-specific homeobox	Isx	Mus musculus (Mouse)	240
A1A5B4	reviewed	ANO9_HUMAN	Anoctamin-9 (Transmembrane protein 16J) (Tumor protein p53-inducible protein 5) (p53-induced gene 5 protein)	ANO9 PIG5 TMEM16J TP53I5	Homo sapiens (Human)	782
A1A5C7	reviewed	S22AN_HUMAN	Solute carrier family 22 member 23	SLC22A23 C6orf85	Homo sapiens (Human)	686
A1A5H8	reviewed	YES_DANRE	Tyrosine-protein kinase yes (EC 2.7.10.2) (p61-Yes)	yes1 yes	Danio rerio (Zebrafish) (Brachydanio rerio)	546
A1A5K2	reviewed	CLA1B_XENLA	CLIP-associating protein 1-B (Cytoplasmic linker-associated protein 1-B) (Protein Orbit homolog) (Xorbit) (Xorbit/CLASP)	clasp1b clasp1	Xenopus laevis (African clawed frog)	1456
A1A5Q0	reviewed	LMOD2_RAT	Leiomodin-2 (Cardiac leiomodin) (C-LMOD) (Leiomodin)	Lmod2	Rattus norvegicus (Rat)	549
A1A5Q5	reviewed	KDM4D_RAT	Lysine-specific demethylase 4D (EC 1.14.11.66) (JmjC domain-containing histone demethylation protein 3D) (Jumonji domain-containing protein 2D) ([histone H3]-trimethyl-L-lysine(9) demethylase 4D)	Kdm4d Jhdm3d Jmjd2d	Rattus norvegicus (Rat)	510
A1A5R1	reviewed	RFOX2_RAT	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (RNA-binding motif protein 9) (RNA-binding protein 9)	Rbfox2 Fox2 Rbm9	Rattus norvegicus (Rat)	432
A1BPI0	reviewed	OAZ3_RAT	Ornithine decarboxylase antizyme 3 (AZ3) (ODC-Az 3)	Oaz3	Rattus norvegicus (Rat)	243
A1KXE4	reviewed	F168B_HUMAN	Myelin-associated neurite-outgrowth inhibitor (Mani) (p20)	FAM168B KIAA0280L MANI	Homo sapiens (Human)	195
A1L0T0	reviewed	HACL2_HUMAN	2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein)	HACL2 AHAS ILVBL	Homo sapiens (Human)	632
A1L167	reviewed	U2QL1_HUMAN	Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1)	UBE2QL1	Homo sapiens (Human)	161
A1L190	reviewed	SYCE3_HUMAN	Synaptonemal complex central element protein 3 (Testis highly expressed gene 2 protein) (THEG-2)	SYCE3 C22orf41 THEG2	Homo sapiens (Human)	88
